language_pair,classification
bul_Cyrl-msa_Latn,3-3
bul_Cyrl-ron_Latn,3-3
bul_Cyrl-slk_Latn,3-3
bul_Cyrl-slv_Latn,3-3
bul_Cyrl-tam_Taml,3-3
bul_Cyrl-tgl_Latn,3-3
bul_Cyrl-tha_Thai,3-3
bul_Cyrl-ukr_Cyrl,3-3
bul_Cyrl-urd_Arab,3-3
bul_Cyrl-uzn_Latn,3-3
bul_Cyrl-zsm_Latn,3-3
ceb_Latn-dan_Latn,3-3
ceb_Latn-ekk_Latn,3-3
ceb_Latn-ell_Grek,3-3
ceb_Latn-est_Latn,3-3
ceb_Latn-fil_Latn,3-3
ceb_Latn-glg_Latn,3-3
ceb_Latn-heb_Hebr,3-3
ceb_Latn-ind_Latn,3-3
ceb_Latn-kat_Geor,3-3
ceb_Latn-lat_Latn,3-3
ceb_Latn-lit_Latn,3-3
ceb_Latn-lvs_Latn,3-3
ceb_Latn-msa_Latn,3-3
ceb_Latn-ron_Latn,3-3
ceb_Latn-slk_Latn,3-3
ceb_Latn-slv_Latn,3-3
ceb_Latn-tam_Taml,3-3
ceb_Latn-tgl_Latn,3-3
ceb_Latn-tha_Thai,3-3
ceb_Latn-ukr_Cyrl,3-3
ceb_Latn-urd_Arab,3-3
dan_Latn-afr_Latn,3-3
dan_Latn-ekk_Latn,3-3
dan_Latn-ell_Grek,3-3
dan_Latn-est_Latn,3-3
dan_Latn-fil_Latn,3-3
dan_Latn-glg_Latn,3-3
dan_Latn-heb_Hebr,3-3
dan_Latn-ind_Latn,3-3
dan_Latn-kat_Geor,3-3
dan_Latn-kaz_Cyrl,3-3
dan_Latn-lat_Latn,3-3
dan_Latn-lav_Latn,3-3
dan_Latn-lit_Latn,3-3
dan_Latn-lvs_Latn,3-3
dan_Latn-msa_Latn,3-3
dan_Latn-ron_Latn,3-3
dan_Latn-slk_Latn,3-3
dan_Latn-slv_Latn,3-3
dan_Latn-tam_Taml,3-3
dan_Latn-tgl_Latn,3-3
dan_Latn-tha_Thai,3-3
dan_Latn-ukr_Cyrl,3-3
dan_Latn-urd_Arab,3-3
dan_Latn-uzn_Latn,3-3
dan_Latn-zsm_Latn,3-3
ekk_Latn-afr_Latn,3-3
ekk_Latn-dan_Latn,3-3
ekk_Latn-fil_Latn,3-3
ekk_Latn-glg_Latn,3-3
ekk_Latn-heb_Hebr,3-3
ekk_Latn-ind_Latn,3-3
ekk_Latn-kat_Geor,3-3
ekk_Latn-kaz_Cyrl,3-3
ekk_Latn-lat_Latn,3-3
ekk_Latn-lav_Latn,3-3
ekk_Latn-lit_Latn,3-3
ekk_Latn-lvs_Latn,3-3
ekk_Latn-msa_Latn,3-3
ekk_Latn-ron_Latn,3-3
ekk_Latn-slk_Latn,3-3
ekk_Latn-slv_Latn,3-3
ekk_Latn-tam_Taml,3-3
ekk_Latn-tgl_Latn,3-3
ekk_Latn-tha_Thai,3-3
ekk_Latn-ukr_Cyrl,3-3
ekk_Latn-urd_Arab,3-3
ekk_Latn-uzn_Latn,3-3
ekk_Latn-zsm_Latn,3-3
ell_Grek-afr_Latn,3-3
ell_Grek-bel_Cyrl,3-3
ell_Grek-dan_Latn,3-3
ell_Grek-ekk_Latn,3-3
ell_Grek-est_Latn,3-3
ell_Grek-fil_Latn,3-3
ell_Grek-glg_Latn,3-3
ell_Grek-heb_Hebr,3-3
ell_Grek-ind_Latn,3-3
ell_Grek-kat_Geor,3-3
ell_Grek-kaz_Cyrl,3-3
ell_Grek-lat_Latn,3-3
ell_Grek-lav_Latn,3-3
ell_Grek-lit_Latn,3-3
ell_Grek-lvs_Latn,3-3
ell_Grek-msa_Latn,3-3
ell_Grek-ron_Latn,3-3
ell_Grek-slk_Latn,3-3
ell_Grek-slv_Latn,3-3
ell_Grek-tam_Taml,3-3
ell_Grek-tgl_Latn,3-3
ell_Grek-tha_Thai,3-3
ell_Grek-ukr_Cyrl,3-3
ell_Grek-urd_Arab,3-3
ell_Grek-uzn_Latn,3-3
ell_Grek-zsm_Latn,3-3
est_Latn-afr_Latn,3-3
est_Latn-dan_Latn,3-3
est_Latn-fil_Latn,3-3
est_Latn-glg_Latn,3-3
est_Latn-heb_Hebr,3-3
est_Latn-ind_Latn,3-3
est_Latn-kat_Geor,3-3
est_Latn-kaz_Cyrl,3-3
est_Latn-lat_Latn,3-3
est_Latn-lav_Latn,3-3
est_Latn-lit_Latn,3-3
est_Latn-lvs_Latn,3-3
est_Latn-msa_Latn,3-3
est_Latn-ron_Latn,3-3
est_Latn-slk_Latn,3-3
est_Latn-slv_Latn,3-3
est_Latn-tam_Taml,3-3
est_Latn-tgl_Latn,3-3
est_Latn-tha_Thai,3-3
est_Latn-ukr_Cyrl,3-3
est_Latn-urd_Arab,3-3
est_Latn-uzn_Latn,3-3
est_Latn-zsm_Latn,3-3
fil_Latn-ron_Latn,3-3
fil_Latn-ukr_Cyrl,3-3
fil_Latn-urd_Arab,3-3
glg_Latn-fil_Latn,3-3
glg_Latn-heb_Hebr,3-3
glg_Latn-ind_Latn,3-3
glg_Latn-kat_Geor,3-3
glg_Latn-kaz_Cyrl,3-3
glg_Latn-lat_Latn,3-3
glg_Latn-lav_Latn,3-3
glg_Latn-lit_Latn,3-3
glg_Latn-lvs_Latn,3-3
glg_Latn-msa_Latn,3-3
glg_Latn-ron_Latn,3-3
glg_Latn-slk_Latn,3-3
glg_Latn-slv_Latn,3-3
glg_Latn-tam_Taml,3-3
glg_Latn-tgl_Latn,3-3
glg_Latn-tha_Thai,3-3
glg_Latn-ukr_Cyrl,3-3
glg_Latn-urd_Arab,3-3
glg_Latn-uzn_Latn,3-3
glg_Latn-zsm_Latn,3-3
heb_Hebr-afr_Latn,3-3
heb_Hebr-bel_Cyrl,3-3
heb_Hebr-dan_Latn,3-3
heb_Hebr-fil_Latn,3-3
heb_Hebr-ind_Latn,3-3
heb_Hebr-kat_Geor,3-3
heb_Hebr-kaz_Cyrl,3-3
heb_Hebr-lat_Latn,3-3
heb_Hebr-lav_Latn,3-3
heb_Hebr-lit_Latn,3-3
heb_Hebr-lvs_Latn,3-3
heb_Hebr-msa_Latn,3-3
heb_Hebr-ron_Latn,3-3
heb_Hebr-slk_Latn,3-3
heb_Hebr-slv_Latn,3-3
heb_Hebr-tam_Taml,3-3
heb_Hebr-tgl_Latn,3-3
heb_Hebr-tha_Thai,3-3
heb_Hebr-ukr_Cyrl,3-3
heb_Hebr-urd_Arab,3-3
heb_Hebr-uzn_Latn,3-3
heb_Hebr-zsm_Latn,3-3
ind_Latn-afr_Latn,3-3
ind_Latn-bel_Cyrl,3-3
ind_Latn-dan_Latn,3-3
ind_Latn-fil_Latn,3-3
ind_Latn-kat_Geor,3-3
ind_Latn-kaz_Cyrl,3-3
ind_Latn-lat_Latn,3-3
ind_Latn-lav_Latn,3-3
ind_Latn-lit_Latn,3-3
ind_Latn-lvs_Latn,3-3
ind_Latn-msa_Latn,3-3
ind_Latn-ron_Latn,3-3
ind_Latn-slk_Latn,3-3
ind_Latn-slv_Latn,3-3
ind_Latn-tam_Taml,3-3
ind_Latn-tgl_Latn,3-3
ind_Latn-tha_Thai,3-3
ind_Latn-ukr_Cyrl,3-3
ind_Latn-urd_Arab,3-3
ind_Latn-uzn_Latn,3-3
ind_Latn-zsm_Latn,3-3
kat_Geor-fil_Latn,3-3
kat_Geor-kaz_Cyrl,3-3
kat_Geor-lav_Latn,3-3
kat_Geor-lit_Latn,3-3
kat_Geor-lvs_Latn,3-3
kat_Geor-msa_Latn,3-3
kat_Geor-ron_Latn,3-3
kat_Geor-slk_Latn,3-3
kat_Geor-slv_Latn,3-3
kat_Geor-tam_Taml,3-3
kat_Geor-tgl_Latn,3-3
kat_Geor-tha_Thai,3-3
kat_Geor-ukr_Cyrl,3-3
kat_Geor-urd_Arab,3-3
kat_Geor-zsm_Latn,3-3
kaz_Cyrl-fil_Latn,3-3
kaz_Cyrl-lav_Latn,3-3
kaz_Cyrl-lit_Latn,3-3
kaz_Cyrl-lvs_Latn,3-3
kaz_Cyrl-msa_Latn,3-3
kaz_Cyrl-ron_Latn,3-3
kaz_Cyrl-slk_Latn,3-3
kaz_Cyrl-slv_Latn,3-3
kaz_Cyrl-tam_Taml,3-3
kaz_Cyrl-tgl_Latn,3-3
kaz_Cyrl-tha_Thai,3-3
kaz_Cyrl-ukr_Cyrl,3-3
kaz_Cyrl-urd_Arab,3-3
kaz_Cyrl-uzn_Latn,3-3
kaz_Cyrl-zsm_Latn,3-3
lat_Latn-heb_Hebr,3-3
lat_Latn-ind_Latn,3-3
lat_Latn-lav_Latn,3-3
lat_Latn-lit_Latn,3-3
lat_Latn-lvs_Latn,3-3
lat_Latn-msa_Latn,3-3
lat_Latn-ron_Latn,3-3
lat_Latn-slk_Latn,3-3
lat_Latn-slv_Latn,3-3
lat_Latn-tam_Taml,3-3
lat_Latn-tgl_Latn,3-3
lat_Latn-tha_Thai,3-3
lat_Latn-ukr_Cyrl,3-3
lat_Latn-urd_Arab,3-3
lav_Latn-ind_Latn,3-3
lav_Latn-msa_Latn,3-3
lav_Latn-ron_Latn,3-3
lav_Latn-slk_Latn,3-3
lav_Latn-slv_Latn,3-3
lav_Latn-tam_Taml,3-3
lav_Latn-tgl_Latn,3-3
lav_Latn-tha_Thai,3-3
lav_Latn-ukr_Cyrl,3-3
lav_Latn-urd_Arab,3-3
lav_Latn-zsm_Latn,3-3
lit_Latn-afr_Latn,3-3
lit_Latn-dan_Latn,3-3
lit_Latn-fil_Latn,3-3
lit_Latn-ind_Latn,3-3
lit_Latn-lav_Latn,3-3
lit_Latn-lvs_Latn,3-3
lit_Latn-msa_Latn,3-3
lit_Latn-ron_Latn,3-3
lit_Latn-slk_Latn,3-3
lit_Latn-slv_Latn,3-3
lit_Latn-tam_Taml,3-3
lit_Latn-tgl_Latn,3-3
lit_Latn-tha_Thai,3-3
lit_Latn-ukr_Cyrl,3-3
lit_Latn-urd_Arab,3-3
lit_Latn-uzn_Latn,3-3
lit_Latn-zsm_Latn,3-3
lvs_Latn-dan_Latn,3-3
lvs_Latn-fil_Latn,3-3
lvs_Latn-ind_Latn,3-3
lvs_Latn-lit_Latn,3-3
lvs_Latn-msa_Latn,3-3
lvs_Latn-ron_Latn,3-3
lvs_Latn-slk_Latn,3-3
lvs_Latn-slv_Latn,3-3
lvs_Latn-tam_Taml,3-3
lvs_Latn-tgl_Latn,3-3
lvs_Latn-tha_Thai,3-3
lvs_Latn-ukr_Cyrl,3-3
lvs_Latn-urd_Arab,3-3
lvs_Latn-uzn_Latn,3-3
lvs_Latn-zsm_Latn,3-3
msa_Latn-dan_Latn,3-3
msa_Latn-fil_Latn,3-3
msa_Latn-ron_Latn,3-3
msa_Latn-slk_Latn,3-3
msa_Latn-slv_Latn,3-3
msa_Latn-tam_Taml,3-3
msa_Latn-tgl_Latn,3-3
msa_Latn-tha_Thai,3-3
msa_Latn-ukr_Cyrl,3-3
msa_Latn-urd_Arab,3-3
msa_Latn-uzn_Latn,3-3
ron_Latn-bel_Cyrl,3-3
ron_Latn-fil_Latn,3-3
ron_Latn-slk_Latn,3-3
ron_Latn-slv_Latn,3-3
ron_Latn-tam_Taml,3-3
ron_Latn-tgl_Latn,3-3
ron_Latn-tha_Thai,3-3
ron_Latn-ukr_Cyrl,3-3
ron_Latn-urd_Arab,3-3
ron_Latn-uzn_Latn,3-3
slk_Latn-dan_Latn,3-3
slk_Latn-ekk_Latn,3-3
slk_Latn-ell_Grek,3-3
slk_Latn-est_Latn,3-3
slk_Latn-fil_Latn,3-3
slk_Latn-heb_Hebr,3-3
slk_Latn-ind_Latn,3-3
slk_Latn-lav_Latn,3-3
slk_Latn-lit_Latn,3-3
slk_Latn-lvs_Latn,3-3
slk_Latn-msa_Latn,3-3
slk_Latn-ron_Latn,3-3
slk_Latn-slv_Latn,3-3
slk_Latn-tam_Taml,3-3
slk_Latn-tgl_Latn,3-3
slk_Latn-tha_Thai,3-3
slk_Latn-ukr_Cyrl,3-3
slk_Latn-urd_Arab,3-3
slk_Latn-uzn_Latn,3-3
slv_Latn-dan_Latn,3-3
slv_Latn-ell_Grek,3-3
slv_Latn-fil_Latn,3-3
slv_Latn-heb_Hebr,3-3
slv_Latn-ind_Latn,3-3
slv_Latn-lit_Latn,3-3
slv_Latn-lvs_Latn,3-3
slv_Latn-ron_Latn,3-3
slv_Latn-slk_Latn,3-3
slv_Latn-tam_Taml,3-3
slv_Latn-tgl_Latn,3-3
slv_Latn-tha_Thai,3-3
slv_Latn-ukr_Cyrl,3-3
slv_Latn-urd_Arab,3-3
slv_Latn-uzn_Latn,3-3
tam_Taml-fil_Latn,3-3
tam_Taml-tgl_Latn,3-3
tam_Taml-tha_Thai,3-3
tam_Taml-ukr_Cyrl,3-3
tam_Taml-urd_Arab,3-3
tam_Taml-uzn_Latn,3-3
tgl_Latn-ukr_Cyrl,3-3
tgl_Latn-urd_Arab,3-3
tha_Thai-fil_Latn,3-3
tha_Thai-tgl_Latn,3-3
tha_Thai-ukr_Cyrl,3-3
tha_Thai-urd_Arab,3-3
tha_Thai-uzn_Latn,3-3
ukr_Cyrl-ron_Latn,3-3
ukr_Cyrl-urd_Arab,3-3
ukr_Cyrl-uzn_Latn,3-3
uzn_Cyrl-uzn_Latn,3-3
uzn_Latn-heb_Hebr,3-3
uzn_Latn-ind_Latn,3-3
uzn_Latn-lit_Latn,3-3
uzn_Latn-msa_Latn,3-3
uzn_Latn-ron_Latn,3-3
uzn_Latn-slk_Latn,3-3
uzn_Latn-slv_Latn,3-3
uzn_Latn-tgl_Latn,3-3
uzn_Latn-tha_Thai,3-3
uzn_Latn-ukr_Cyrl,3-3
uzn_Latn-urd_Arab,3-3
zsm_Latn-fil_Latn,3-3
zsm_Latn-lit_Latn,3-3
zsm_Latn-lvs_Latn,3-3
zsm_Latn-msa_Latn,3-3
zsm_Latn-ron_Latn,3-3
zsm_Latn-slk_Latn,3-3
zsm_Latn-slv_Latn,3-3
zsm_Latn-tam_Taml,3-3
zsm_Latn-tgl_Latn,3-3
zsm_Latn-tha_Thai,3-3
zsm_Latn-ukr_Cyrl,3-3
zsm_Latn-urd_Arab,3-3
zsm_Latn-uzn_Latn,3-3
afr_Latn-arb_Arab,3-4
afr_Latn-cat_Latn,3-4
afr_Latn-ces_Latn,3-4
afr_Latn-eus_Latn,3-4
afr_Latn-fas_Arab,3-4
afr_Latn-fin_Latn,3-4
afr_Latn-hin_Deva,3-4
afr_Latn-hrv_Latn,3-4
afr_Latn-hun_Latn,3-4
afr_Latn-ita_Latn,3-4
afr_Latn-kor_Hang,3-4
afr_Latn-nld_Latn,3-4
afr_Latn-pol_Latn,3-4
afr_Latn-por_Latn,3-4
afr_Latn-rus_Cyrl,3-4
afr_Latn-srp_Cyrl,3-4
afr_Latn-srp_Latn,3-4
afr_Latn-swe_Latn,3-4
afr_Latn-tur_Latn,3-4
afr_Latn-vie_Latn,3-4
arz_Arab-cat_Latn,3-4
arz_Arab-ces_Latn,3-4
arz_Arab-eus_Latn,3-4
arz_Arab-fas_Arab,3-4
arz_Arab-fin_Latn,3-4
arz_Arab-hin_Deva,3-4
arz_Arab-hrv_Latn,3-4
arz_Arab-hun_Latn,3-4
arz_Arab-ita_Latn,3-4
arz_Arab-kor_Hang,3-4
arz_Arab-nld_Latn,3-4
arz_Arab-pol_Latn,3-4
arz_Arab-por_Latn,3-4
arz_Arab-rus_Cyrl,3-4
arz_Arab-srp_Cyrl,3-4
arz_Arab-srp_Latn,3-4
arz_Arab-swe_Latn,3-4
arz_Arab-tur_Latn,3-4
arz_Arab-vie_Latn,3-4
bel_Cyrl-cat_Latn,3-4
bel_Cyrl-ces_Latn,3-4
bel_Cyrl-eus_Latn,3-4
bel_Cyrl-fas_Arab,3-4
bel_Cyrl-fin_Latn,3-4
bel_Cyrl-hin_Deva,3-4
bel_Cyrl-hrv_Latn,3-4
bel_Cyrl-hun_Latn,3-4
bel_Cyrl-ita_Latn,3-4
bel_Cyrl-kor_Hang,3-4
bel_Cyrl-nld_Latn,3-4
bel_Cyrl-pol_Latn,3-4
bel_Cyrl-por_Latn,3-4
bel_Cyrl-rus_Cyrl,3-4
bel_Cyrl-srp_Cyrl,3-4
bel_Cyrl-srp_Latn,3-4
bel_Cyrl-swe_Latn,3-4
bel_Cyrl-tur_Latn,3-4
bel_Cyrl-vie_Latn,3-4
ben_Beng-cat_Latn,3-4
ben_Beng-ces_Latn,3-4
ben_Beng-eus_Latn,3-4
ben_Beng-fas_Arab,3-4
ben_Beng-fin_Latn,3-4
ben_Beng-hin_Deva,3-4
ben_Beng-hrv_Latn,3-4
ben_Beng-hun_Latn,3-4
ben_Beng-ita_Latn,3-4
ben_Beng-kor_Hang,3-4
ben_Beng-nld_Latn,3-4
ben_Beng-pol_Latn,3-4
ben_Beng-por_Latn,3-4
ben_Beng-rus_Cyrl,3-4
ben_Beng-srp_Cyrl,3-4
ben_Beng-srp_Latn,3-4
ben_Beng-swe_Latn,3-4
ben_Beng-tur_Latn,3-4
ben_Beng-vie_Latn,3-4
bos_Latn-cat_Latn,3-4
bos_Latn-ces_Latn,3-4
bos_Latn-eus_Latn,3-4
bos_Latn-fas_Arab,3-4
bos_Latn-fin_Latn,3-4
bos_Latn-hin_Deva,3-4
bos_Latn-hrv_Latn,3-4
bos_Latn-hun_Latn,3-4
bos_Latn-ita_Latn,3-4
bos_Latn-kor_Hang,3-4
bos_Latn-nld_Latn,3-4
bos_Latn-pol_Latn,3-4
bos_Latn-por_Latn,3-4
bos_Latn-rus_Cyrl,3-4
bos_Latn-srp_Cyrl,3-4
bos_Latn-srp_Latn,3-4
bos_Latn-swe_Latn,3-4
bos_Latn-tur_Latn,3-4
bos_Latn-vie_Latn,3-4
bul_Cyrl-cat_Latn,3-4
bul_Cyrl-ces_Latn,3-4
bul_Cyrl-eus_Latn,3-4
bul_Cyrl-fas_Arab,3-4
bul_Cyrl-fin_Latn,3-4
bul_Cyrl-hin_Deva,3-4
bul_Cyrl-hrv_Latn,3-4
bul_Cyrl-hun_Latn,3-4
bul_Cyrl-ita_Latn,3-4
bul_Cyrl-kor_Hang,3-4
bul_Cyrl-nld_Latn,3-4
bul_Cyrl-pol_Latn,3-4
bul_Cyrl-por_Latn,3-4
bul_Cyrl-rus_Cyrl,3-4
bul_Cyrl-srp_Cyrl,3-4
bul_Cyrl-srp_Latn,3-4
bul_Cyrl-swe_Latn,3-4
bul_Cyrl-tur_Latn,3-4
bul_Cyrl-vie_Latn,3-4
ceb_Latn-ces_Latn,3-4
ceb_Latn-eus_Latn,3-4
ceb_Latn-fas_Arab,3-4
ceb_Latn-fin_Latn,3-4
ceb_Latn-hin_Deva,3-4
ceb_Latn-hrv_Latn,3-4
ceb_Latn-hun_Latn,3-4
ceb_Latn-ita_Latn,3-4
ceb_Latn-kor_Hang,3-4
ceb_Latn-nld_Latn,3-4
ceb_Latn-pol_Latn,3-4
ceb_Latn-por_Latn,3-4
ceb_Latn-rus_Cyrl,3-4
ceb_Latn-srp_Cyrl,3-4
ceb_Latn-swe_Latn,3-4
ceb_Latn-tur_Latn,3-4
ceb_Latn-vie_Latn,3-4
dan_Latn-cat_Latn,3-4
dan_Latn-ces_Latn,3-4
dan_Latn-eus_Latn,3-4
dan_Latn-fas_Arab,3-4
dan_Latn-fin_Latn,3-4
dan_Latn-hin_Deva,3-4
dan_Latn-hrv_Latn,3-4
dan_Latn-hun_Latn,3-4
dan_Latn-ita_Latn,3-4
dan_Latn-kor_Hang,3-4
dan_Latn-nld_Latn,3-4
dan_Latn-pol_Latn,3-4
dan_Latn-por_Latn,3-4
dan_Latn-rus_Cyrl,3-4
dan_Latn-srp_Cyrl,3-4
dan_Latn-srp_Latn,3-4
dan_Latn-swe_Latn,3-4
dan_Latn-tur_Latn,3-4
dan_Latn-vie_Latn,3-4
ekk_Latn-ces_Latn,3-4
ekk_Latn-eus_Latn,3-4
ekk_Latn-fas_Arab,3-4
ekk_Latn-fin_Latn,3-4
ekk_Latn-hin_Deva,3-4
ekk_Latn-hrv_Latn,3-4
ekk_Latn-hun_Latn,3-4
ekk_Latn-ita_Latn,3-4
ekk_Latn-kor_Hang,3-4
ekk_Latn-nld_Latn,3-4
ekk_Latn-pol_Latn,3-4
ekk_Latn-por_Latn,3-4
ekk_Latn-rus_Cyrl,3-4
ekk_Latn-srp_Cyrl,3-4
ekk_Latn-srp_Latn,3-4
ekk_Latn-swe_Latn,3-4
ekk_Latn-tur_Latn,3-4
ekk_Latn-vie_Latn,3-4
ell_Grek-cat_Latn,3-4
ell_Grek-ces_Latn,3-4
ell_Grek-eus_Latn,3-4
ell_Grek-fas_Arab,3-4
ell_Grek-fin_Latn,3-4
ell_Grek-hin_Deva,3-4
ell_Grek-hrv_Latn,3-4
ell_Grek-hun_Latn,3-4
ell_Grek-ita_Latn,3-4
ell_Grek-kor_Hang,3-4
ell_Grek-nld_Latn,3-4
ell_Grek-pol_Latn,3-4
ell_Grek-por_Latn,3-4
ell_Grek-rus_Cyrl,3-4
ell_Grek-srp_Cyrl,3-4
ell_Grek-srp_Latn,3-4
ell_Grek-swe_Latn,3-4
ell_Grek-tur_Latn,3-4
ell_Grek-vie_Latn,3-4
est_Latn-cat_Latn,3-4
est_Latn-ces_Latn,3-4
est_Latn-eus_Latn,3-4
est_Latn-fas_Arab,3-4
est_Latn-fin_Latn,3-4
est_Latn-hin_Deva,3-4
est_Latn-hrv_Latn,3-4
est_Latn-hun_Latn,3-4
est_Latn-ita_Latn,3-4
est_Latn-kor_Hang,3-4
est_Latn-nld_Latn,3-4
est_Latn-pol_Latn,3-4
est_Latn-por_Latn,3-4
est_Latn-rus_Cyrl,3-4
est_Latn-srp_Cyrl,3-4
est_Latn-srp_Latn,3-4
est_Latn-swe_Latn,3-4
est_Latn-tur_Latn,3-4
est_Latn-vie_Latn,3-4
fil_Latn-ita_Latn,3-4
fil_Latn-nld_Latn,3-4
fil_Latn-pol_Latn,3-4
fil_Latn-por_Latn,3-4
fil_Latn-rus_Cyrl,3-4
fil_Latn-tur_Latn,3-4
fil_Latn-vie_Latn,3-4
glg_Latn-fin_Latn,3-4
glg_Latn-hin_Deva,3-4
glg_Latn-hrv_Latn,3-4
glg_Latn-hun_Latn,3-4
glg_Latn-ita_Latn,3-4
glg_Latn-kor_Hang,3-4
glg_Latn-nld_Latn,3-4
glg_Latn-pol_Latn,3-4
glg_Latn-por_Latn,3-4
glg_Latn-rus_Cyrl,3-4
glg_Latn-srp_Cyrl,3-4
glg_Latn-srp_Latn,3-4
glg_Latn-swe_Latn,3-4
glg_Latn-tur_Latn,3-4
glg_Latn-vie_Latn,3-4
heb_Hebr-cat_Latn,3-4
heb_Hebr-ces_Latn,3-4
heb_Hebr-eus_Latn,3-4
heb_Hebr-hin_Deva,3-4
heb_Hebr-hrv_Latn,3-4
heb_Hebr-hun_Latn,3-4
heb_Hebr-ita_Latn,3-4
heb_Hebr-kor_Hang,3-4
heb_Hebr-nld_Latn,3-4
heb_Hebr-pol_Latn,3-4
heb_Hebr-por_Latn,3-4
heb_Hebr-rus_Cyrl,3-4
heb_Hebr-srp_Cyrl,3-4
heb_Hebr-srp_Latn,3-4
heb_Hebr-swe_Latn,3-4
heb_Hebr-tur_Latn,3-4
heb_Hebr-vie_Latn,3-4
ind_Latn-cat_Latn,3-4
ind_Latn-ces_Latn,3-4
ind_Latn-eus_Latn,3-4
ind_Latn-hrv_Latn,3-4
ind_Latn-ita_Latn,3-4
ind_Latn-kor_Hang,3-4
ind_Latn-nld_Latn,3-4
ind_Latn-pol_Latn,3-4
ind_Latn-por_Latn,3-4
ind_Latn-rus_Cyrl,3-4
ind_Latn-srp_Cyrl,3-4
ind_Latn-srp_Latn,3-4
ind_Latn-swe_Latn,3-4
ind_Latn-tur_Latn,3-4
ind_Latn-vie_Latn,3-4
kat_Geor-kor_Hang,3-4
kat_Geor-nld_Latn,3-4
kat_Geor-pol_Latn,3-4
kat_Geor-por_Latn,3-4
kat_Geor-rus_Cyrl,3-4
kat_Geor-srp_Cyrl,3-4
kat_Geor-srp_Latn,3-4
kat_Geor-swe_Latn,3-4
kat_Geor-tur_Latn,3-4
kat_Geor-vie_Latn,3-4
kaz_Cyrl-kor_Hang,3-4
kaz_Cyrl-nld_Latn,3-4
kaz_Cyrl-pol_Latn,3-4
kaz_Cyrl-por_Latn,3-4
kaz_Cyrl-rus_Cyrl,3-4
kaz_Cyrl-srp_Cyrl,3-4
kaz_Cyrl-swe_Latn,3-4
kaz_Cyrl-tur_Latn,3-4
kaz_Cyrl-vie_Latn,3-4
lat_Latn-hrv_Latn,3-4
lat_Latn-hun_Latn,3-4
lat_Latn-ita_Latn,3-4
lat_Latn-nld_Latn,3-4
lat_Latn-pol_Latn,3-4
lat_Latn-por_Latn,3-4
lat_Latn-rus_Cyrl,3-4
lat_Latn-srp_Cyrl,3-4
lat_Latn-srp_Latn,3-4
lat_Latn-swe_Latn,3-4
lat_Latn-tur_Latn,3-4
lat_Latn-vie_Latn,3-4
lav_Latn-nld_Latn,3-4
lav_Latn-pol_Latn,3-4
lav_Latn-por_Latn,3-4
lav_Latn-rus_Cyrl,3-4
lav_Latn-srp_Cyrl,3-4
lav_Latn-srp_Latn,3-4
lav_Latn-swe_Latn,3-4
lav_Latn-tur_Latn,3-4
lav_Latn-vie_Latn,3-4
lit_Latn-ces_Latn,3-4
lit_Latn-eus_Latn,3-4
lit_Latn-hrv_Latn,3-4
lit_Latn-hun_Latn,3-4
lit_Latn-ita_Latn,3-4
lit_Latn-nld_Latn,3-4
lit_Latn-pol_Latn,3-4
lit_Latn-por_Latn,3-4
lit_Latn-rus_Cyrl,3-4
lit_Latn-srp_Cyrl,3-4
lit_Latn-srp_Latn,3-4
lit_Latn-swe_Latn,3-4
lit_Latn-tur_Latn,3-4
lit_Latn-vie_Latn,3-4
lvs_Latn-hrv_Latn,3-4
lvs_Latn-ita_Latn,3-4
lvs_Latn-nld_Latn,3-4
lvs_Latn-pol_Latn,3-4
lvs_Latn-por_Latn,3-4
lvs_Latn-rus_Cyrl,3-4
lvs_Latn-srp_Cyrl,3-4
lvs_Latn-srp_Latn,3-4
lvs_Latn-swe_Latn,3-4
lvs_Latn-tur_Latn,3-4
lvs_Latn-vie_Latn,3-4
msa_Latn-ces_Latn,3-4
msa_Latn-eus_Latn,3-4
msa_Latn-hrv_Latn,3-4
msa_Latn-nld_Latn,3-4
msa_Latn-pol_Latn,3-4
msa_Latn-por_Latn,3-4
msa_Latn-rus_Cyrl,3-4
msa_Latn-srp_Cyrl,3-4
msa_Latn-srp_Latn,3-4
msa_Latn-swe_Latn,3-4
msa_Latn-tur_Latn,3-4
msa_Latn-vie_Latn,3-4
ron_Latn-ces_Latn,3-4
ron_Latn-eus_Latn,3-4
ron_Latn-hrv_Latn,3-4
ron_Latn-ita_Latn,3-4
ron_Latn-por_Latn,3-4
ron_Latn-rus_Cyrl,3-4
ron_Latn-srp_Cyrl,3-4
ron_Latn-srp_Latn,3-4
ron_Latn-swe_Latn,3-4
ron_Latn-tur_Latn,3-4
ron_Latn-vie_Latn,3-4
slk_Latn-ces_Latn,3-4
slk_Latn-eus_Latn,3-4
slk_Latn-fas_Arab,3-4
slk_Latn-fin_Latn,3-4
slk_Latn-hin_Deva,3-4
slk_Latn-hrv_Latn,3-4
slk_Latn-hun_Latn,3-4
slk_Latn-ita_Latn,3-4
slk_Latn-kor_Hang,3-4
slk_Latn-nld_Latn,3-4
slk_Latn-pol_Latn,3-4
slk_Latn-por_Latn,3-4
slk_Latn-rus_Cyrl,3-4
slk_Latn-srp_Cyrl,3-4
slk_Latn-srp_Latn,3-4
slk_Latn-swe_Latn,3-4
slk_Latn-tur_Latn,3-4
